id,name,nameEn,level,type,fundingType,curriculums,confidence,reason
sch_01532,路德會小學（第2校）,Lutheran Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01533,中華基督教會小學（第3校）,C.C.C. Primary School (西貢區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01534,天主教小學（第4校）,Catholic Primary School (西貢區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01535,佛教黃大仙區小學（北區）,Buddhist Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01536,路德會小學（黃大仙區分校）,Lutheran Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01537,東華三院小學（大埔區）,Tung Wah Group of Hospitals Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01538,嗇色園小學（北區）,Sik Sik Yuen Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01539,聖公會小學（南區）,S.K.H. Primary School (沙田區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01540,中華基督教會小學（西貢區分校）,C.C.C. Primary School (西貢區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01541,嗇色園小學（大埔區）,Sik Sik Yuen Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01542,循道衛理中西區小學（第2校）,Methodist Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01543,天主教小學（葵青區）,Catholic Primary School (葵青區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01544,東華三院灣仔區小學（灣仔區分校）,Tung Wah Group of Hospitals Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01545,聖公會小學（第5校）,S.K.H. Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01546,路德會油尖旺區小學（西區）,Lutheran Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01547,浸信會小學（第2校）,Baptist Primary School (葵青區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01548,嗇色園小學（東區）,Sik Sik Yuen Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01549,路德會南區小學（第4校）,Lutheran Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01550,路德會小學（第5校）,Lutheran Primary School (葵青區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01551,道教北區小學（北區分校）,Taoist Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01552,循道衛理九龍城區小學（九龍城區）,Methodist Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01553,嗇色園小學（西區）,Sik Sik Yuen Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01554,救世軍小學（第4校）,Salvation Army Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01555,循道衛理南區小學（南區）,Methodist Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01556,東華三院西貢區小學（西貢區）,Tung Wah Group of Hospitals Primary School (西貢區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01557,天主教小學（南區）,Catholic Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01558,聖公會中西區小學（中西區）,S.K.H. Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01559,保良局中西區小學（中西區分校）,Po Leung Kuk Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01560,嗇色園黃大仙區小學（黃大仙區）,Sik Sik Yuen Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01561,李陞小學,Li Sing Primary School,小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01562,北角官立小學,North Point Government Primary School,小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01563,李陞葵青區小學,Li Sing Primary School,小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01564,愛秩序灣官立黃大仙區小學,Aldrich Bay Government Primary School,小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01565,愛秩序灣官立小學,Aldrich Bay Government Primary School,小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01566,愛秩序灣官立荃灣區小學,Aldrich Bay Government Primary School,小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01567,軒尼詩道官立南區小學（第2校）,Hennessy Road Government Primary School (南區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01568,愛秩序灣官立小學（元朗區分校）,Aldrich Bay Government Primary School (元朗區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01569,北角官立離島區小學（離島區）,North Point Government Primary School (離島區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01570,愛秩序灣官立西貢區小學（西貢區）,Aldrich Bay Government Primary School (西貢區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01571,軒尼詩道官立大埔區小學（東區）,Hennessy Road Government Primary School (大埔區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01572,李陞中西區小學（中西區）,Li Sing Primary School (中西區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01573,李陞小學（第3校）,Li Sing Primary School (九龍城區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01574,軒尼詩道官立南區小學（南區分校）,Hennessy Road Government Primary School (南區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01575,北角官立小學（灣仔區）,North Point Government Primary School (灣仔區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01576,愛秩序灣官立油尖旺區小學（油尖旺區）,Aldrich Bay Government Primary School (油尖旺區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01577,北角官立離島區小學（離島區）,North Point Government Primary School (離島區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01578,北角官立小學（第3校）,North Point Government Primary School (沙田區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01579,北角官立小學（中西區分校）,North Point Government Primary School (中西區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01580,愛秩序灣官立小學（北區）,Aldrich Bay Government Primary School (油尖旺區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01581,軒尼詩道官立觀塘區小學（西區）,Hennessy Road Government Primary School (觀塘區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01582,官立小學（西區）,Government Primary School (東區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01583,軒尼詩道官立南區小學（北區）,Hennessy Road Government Primary School (南區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01584,愛秩序灣官立離島區小學（離島區）,Aldrich Bay Government Primary School (離島區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01585,軒尼詩道官立小學（油尖旺區）,Hennessy Road Government Primary School (油尖旺區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01586,官立南區小學（南區分校）,Government Primary School (南區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01587,愛秩序灣官立小學（東區）,Aldrich Bay Government Primary School (東區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01588,北角官立油尖旺區小學（第3校）,North Point Government Primary School (油尖旺區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01589,軒尼詩道官立油尖旺區小學（第4校）,Hennessy Road Government Primary School (油尖旺區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01590,軒尼詩道官立小學（第5校）,Hennessy Road Government Primary School (中西區),小學,官立學校,官立,HK_LOCAL,HIGH,fundingType=官立 => HK_LOCAL
sch_01591,弘立書院,Independent Schools Foundation Academy,中學,國際學校,私立,AUSTRALIAN,HIGH,dataset curriculum=Australian
sch_01592,加拿大國際學校,Canadian International School of Hong Kong,中學,國際學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01593,澳洲國際學校,Australian International School Hong Kong,中學,國際學校,私立,IB,HIGH,dataset curriculum=IB
sch_01594,澳洲國際學校,Australian International School Hong Kong,中學,國際學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01595,新加坡國際學校,Singapore International School (Hong Kong),中學,國際學校,私立,IB,HIGH,dataset curriculum=IB
sch_01596,耀中國際中學,Yew Chung International Secondary School,中學,國際學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01597,弘立書院,Independent Schools Foundation Academy,中學,國際學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01598,加拿大國際學校,Canadian International School of Hong Kong,中學,國際學校,私立,AMERICAN,HIGH,dataset curriculum=American
sch_01599,加拿大國際學校,Canadian International School of Hong Kong,中學,國際學校,私立,CANADIAN,HIGH,dataset curriculum=Canadian
sch_01600,德瑞國際學校,German Swiss International School,中學,國際學校,私立,CANADIAN,HIGH,dataset curriculum=Canadian
sch_01601,加拿大國際學校,Canadian International School of Hong Kong,中學,國際學校,私立,AMERICAN,HIGH,dataset curriculum=American
sch_01602,加拿大國際學校,Canadian International School of Hong Kong,中學,國際學校,私立,IB,HIGH,dataset curriculum=IB
sch_01603,啟新書院,Renaissance College Hong Kong,中學,國際學校,私立,AUSTRALIAN,HIGH,dataset curriculum=Australian
sch_01604,耀中國際中學,Yew Chung International Secondary School,中學,國際學校,私立,CANADIAN,HIGH,dataset curriculum=Canadian
sch_01605,英基南區中學,ESF Secondary School,中學,國際學校,私立,CANADIAN,HIGH,dataset curriculum=Canadian
sch_01606,美國學校,American School Hong Kong,中學,國際學校,私立,IB,HIGH,dataset curriculum=IB
sch_01607,漢基國際學校（西貢區）,Chinese International School (西貢區),中學,國際學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01608,弘立書院（第3校）,Independent Schools Foundation Academy (灣仔區),中學,國際學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01609,加拿大國際學校（第4校）,Canadian International School of Hong Kong (九龍城區),中學,國際學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01610,耀中國際南區中學（南區分校）,Yew Chung International Secondary School (南區),中學,國際學校,私立,CANADIAN,HIGH,dataset curriculum=Canadian
sch_01611,弘立書院（第1校）,Independent Schools Foundation Academy (東區),中學,國際學校,私立,AMERICAN,HIGH,dataset curriculum=American
sch_01612,澳洲國際學校（東區分校）,Australian International School Hong Kong (東區),中學,國際學校,私立,CANADIAN,HIGH,dataset curriculum=Canadian
sch_01613,美國學校（西區）,American School Hong Kong (北區),中學,國際學校,私立,CANADIAN,HIGH,dataset curriculum=Canadian
sch_01614,弘立書院（第4校）,Independent Schools Foundation Academy (東區),中學,國際學校,私立,IB,HIGH,dataset curriculum=IB
sch_01615,英基中學（第5校）,ESF Secondary School (東區),中學,國際學校,私立,AMERICAN,HIGH,dataset curriculum=American
sch_01616,啟新書院（南區）,Renaissance College Hong Kong (南區),中學,國際學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01617,澳洲國際學校（油尖旺區）,Australian International School Hong Kong (油尖旺區),中學,國際學校,私立,IB,HIGH,dataset curriculum=IB
sch_01618,漢基國際學校（南區）,Chinese International School (南區),中學,國際學校,私立,AUSTRALIAN,HIGH,dataset curriculum=Australian
sch_01619,諾德安達國際學校（第4校）,Nord Anglia International School Hong Kong (灣仔區),中學,國際學校,私立,AUSTRALIAN,HIGH,dataset curriculum=Australian
sch_01620,德瑞國際學校（九龍城區分校）,German Swiss International School (九龍城區),中學,國際學校,私立,CANADIAN,HIGH,dataset curriculum=Canadian
sch_01621,漢基國際學校（北區）,Chinese International School (九龍城區),中學,國際學校,私立,CANADIAN,HIGH,dataset curriculum=Canadian
sch_01622,漢基國際學校（第2校）,Chinese International School (九龍城區),中學,國際學校,私立,IB,HIGH,dataset curriculum=IB
sch_01623,新加坡國際學校（黃大仙區分校）,Singapore International School (Hong Kong) (黃大仙區),中學,國際學校,私立,CANADIAN,HIGH,dataset curriculum=Canadian
sch_01624,香港國際學校（第4校）,Hong Kong International School (中西區),中學,國際學校,私立,AUSTRALIAN,HIGH,dataset curriculum=Australian
sch_01625,諾德安達國際學校（北區）,Nord Anglia International School Hong Kong (觀塘區),中學,國際學校,私立,IB,HIGH,dataset curriculum=IB
sch_01626,加拿大國際學校（南區分校）,Canadian International School of Hong Kong (南區),中學,國際學校,私立,AMERICAN,HIGH,dataset curriculum=American
sch_01627,法國國際學校（北區）,French International School (元朗區),中學,國際學校,私立,CANADIAN,HIGH,dataset curriculum=Canadian
sch_01628,新加坡國際學校（荃灣區分校）,Singapore International School (Hong Kong) (荃灣區),中學,國際學校,私立,CANADIAN,HIGH,dataset curriculum=Canadian
sch_01629,哈羅香港國際學校（東區）,Harrow International School Hong Kong (灣仔區),中學,國際學校,私立,AUSTRALIAN,HIGH,dataset curriculum=Australian
sch_01630,哈羅香港國際學校（南區）,Harrow International School Hong Kong (油尖旺區),中學,國際學校,私立,IB,HIGH,dataset curriculum=IB
sch_01631,新加坡國際學校（北區）,Singapore International School (Hong Kong) (九龍城區),中學,國際學校,私立,IB,HIGH,dataset curriculum=IB
sch_01632,加拿大國際學校（北區）,Canadian International School of Hong Kong (深水埗區),中學,國際學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01633,新加坡國際學校（大埔區）,Singapore International School (Hong Kong) (大埔區),中學,國際學校,私立,AMERICAN,HIGH,dataset curriculum=American
sch_01634,墨爾文國際學校（南區分校）,Malvern College Hong Kong (南區),中學,國際學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01635,墨爾文國際學校（深水埗區分校）,Malvern College Hong Kong (深水埗區),中學,國際學校,私立,AMERICAN,HIGH,dataset curriculum=American
sch_01636,哈羅香港國際學校（油尖旺區）,Harrow International School Hong Kong (油尖旺區),中學,國際學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01637,美國學校（第2校）,American School Hong Kong (沙田區),中學,國際學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01638,美國學校（南區）,American School Hong Kong (深水埗區),中學,國際學校,私立,IB,HIGH,dataset curriculum=IB
sch_01639,法國國際學校（大埔區）,French International School (大埔區),中學,國際學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01640,美國學校（第5校）,American School Hong Kong (九龍城區),中學,國際學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01641,德信中學,Tak Sun Secondary School,中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01642,德信中學,Tak Sun Secondary School,中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01643,培僑葵青區中學,Pui Kiu Middle School,中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01644,英華書院,Ying Wa College,中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01645,匯基書院,United Christian College,中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01646,英華書院,Ying Wa College,中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01647,聖保羅男女油尖旺區中學,St. Paul's Co-educational College,中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01648,香港浸會大學附屬學校王錦輝中九龍城區小學,HKBU Affiliated School Wong Kam Fai Secondary and Primary School,中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01649,聖保羅男女葵青區中學,St. Paul's Co-educational College,中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01650,保良局羅氏基金南區中學,PLK Laws Foundation College,中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01651,德信離島區中學,Tak Sun Secondary School,中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01652,拔萃女書院,Diocesan Girls' School,中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01653,香港浸會大學附屬學校王錦輝中小學,HKBU Affiliated School Wong Kam Fai Secondary and Primary School,中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01654,港大同學會書院（北區）,HKUGA College (灣仔區),中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01655,聖保羅男女黃大仙區中學（第5校）,St. Paul's Co-educational College (黃大仙區),中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01656,保良局羅氏基金南區中學（第1校）,PLK Laws Foundation College (南區),中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01657,德信中學（西區）,Tak Sun Secondary School (屯門區),中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01658,拔萃男書院（東區）,Diocesan Boys' School (油尖旺區),中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01659,拔萃女書院（北區分校）,Diocesan Girls' School (北區),中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01660,優才（楊殷有娣）書院（第5校）,G.T. (Ellen Yeung) College (九龍城區),中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01661,香港浸會大學附屬學校王錦輝中南區小學（北區）,HKBU Affiliated School Wong Kam Fai Secondary and Primary School (南區),中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01662,拔萃男書院（西貢區）,Diocesan Boys' School (西貢區),中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01663,匯基書院（南區）,United Christian College (南區),中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01664,拔萃男書院（西區）,Diocesan Boys' School (觀塘區),中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01665,匯基書院（西區）,United Christian College (油尖旺區),中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01666,匯基書院（北區）,United Christian College (東區),中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01667,保良局羅氏基金中學（深水埗區）,PLK Laws Foundation College (深水埗區),中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01668,聖保羅男女荃灣區中學（荃灣區分校）,St. Paul's Co-educational College (荃灣區),中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01669,培僑灣仔區中學（灣仔區）,Pui Kiu Middle School (灣仔區),中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01670,聖保羅男女油尖旺區中學（油尖旺區分校）,St. Paul's Co-educational College (油尖旺區),中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01671,聖保羅男女深水埗區中學（南區）,St. Paul's Co-educational College (深水埗區),中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01672,拔萃男書院（第2校）,Diocesan Boys' School (觀塘區),中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01673,培僑九龍城區中學（九龍城區）,Pui Kiu Middle School (九龍城區),中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01674,港大同學會書院（第4校）,HKUGA College (深水埗區),中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01675,拔萃男書院（第5校）,Diocesan Boys' School (南區),中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01676,拔萃女書院（第1校）,Diocesan Girls' School (西貢區),中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01677,聖保羅男女灣仔區中學（第2校）,St. Paul's Co-educational College (灣仔區),中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01678,拔萃女書院（第3校）,Diocesan Girls' School (大埔區),中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01679,拔萃女書院（油尖旺區分校）,Diocesan Girls' School (油尖旺區),中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01680,拔萃女書院（中西區分校）,Diocesan Girls' School (中西區),中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01681,港大同學會書院（南區）,HKUGA College (南區),中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01682,拔萃男書院（第2校）,Diocesan Boys' School (中西區),中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01683,德信北區中學（東區）,Tak Sun Secondary School (北區),中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01684,拔萃男書院（油尖旺區）,Diocesan Boys' School (油尖旺區),中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01685,德信南區中學（西區）,Tak Sun Secondary School (南區),中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01686,港大同學會書院（北區）,HKUGA College (南區),中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01687,拔萃女書院（第2校）,Diocesan Girls' School (中西區),中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01688,英華書院（沙田區分校）,Ying Wa College (沙田區),中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01689,聖保羅書院（第4校）,St. Paul's College (南區),中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01690,匯基書院（黃大仙區）,United Christian College (黃大仙區),中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01691,德信中學（南區）,Tak Sun Secondary School (葵青區),中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01692,德信黃大仙區中學（北區）,Tak Sun Secondary School (黃大仙區),中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01693,港大同學會書院（油尖旺區）,HKUGA College (油尖旺區),中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01694,匯基書院（中西區）,United Christian College (中西區),中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01695,英華書院（第5校）,Ying Wa College (荃灣區),中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01696,優才（楊殷有娣）書院（第1校）,G.T. (Ellen Yeung) College (深水埗區),中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01697,香港浸會大學附屬學校王錦輝中九龍城區小學（第2校）,HKBU Affiliated School Wong Kam Fai Secondary and Primary School (九龍城區),中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01698,拔萃男書院（第3校）,Diocesan Boys' School (屯門區),中學,直資學校,直資,HK_LOCAL|IB,MED,dataset curriculum=dual-track (assumed HK_LOCAL+IB; please verify)
sch_01699,聖保羅書院（第4校）,St. Paul's College (離島區),中學,直資學校,直資,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01700,港大同學會書院（第5校）,HKUGA College (觀塘區),中學,直資學校,直資,IB,HIGH,dataset curriculum=IB
sch_01701,玫瑰崗學校,Rosaryhill School,中學,私立學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01702,聖士提反書院,St. Stephen's College,中學,私立學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01703,九龍華仁書院,"Wah Yan College, Kowloon",中學,私立學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01704,高主教書院,Raimondi College,中學,私立學校,私立,IB,HIGH,dataset curriculum=IB
sch_01705,聖士提反書院,St. Stephen's College,中學,私立學校,私立,IB,HIGH,dataset curriculum=IB
sch_01706,聖士提反書院,St. Stephen's College,中學,私立學校,私立,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01707,香港華仁書院,"Wah Yan College, Hong Kong",中學,私立學校,私立,IB,HIGH,dataset curriculum=IB
sch_01708,九龍華仁書院,"Wah Yan College, Kowloon",中學,私立學校,私立,IB,HIGH,dataset curriculum=IB
sch_01709,玫瑰崗學校（第4校）,Rosaryhill School (北區),中學,私立學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01710,九龍華仁書院（深水埗區分校）,"Wah Yan College, Kowloon (深水埗區)",中學,私立學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01711,香港華仁書院（北區）,"Wah Yan College, Hong Kong (中西區)",中學,私立學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01712,德望學校（第2校）,Good Hope School (九龍城區),中學,私立學校,私立,BRITISH,HIGH,dataset curriculum=British
sch_01713,香港華仁書院（東區）,"Wah Yan College, Hong Kong (灣仔區)",中學,私立學校,私立,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01714,德望學校（屯門區）,Good Hope School (屯門區),中學,私立學校,私立,IB,HIGH,dataset curriculum=IB
sch_01715,香港華仁書院（東區）,"Wah Yan College, Hong Kong (沙田區)",中學,私立學校,私立,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01716,高主教書院（北區）,Raimondi College (黃大仙區),中學,私立學校,私立,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01717,九龍華仁書院（觀塘區）,"Wah Yan College, Kowloon (觀塘區)",中學,私立學校,私立,HK_LOCAL,HIGH,dataset curriculum=DSE
sch_01718,聖士提反書院（第3校）,St. Stephen's College (沙田區),中學,私立學校,私立,BRITISH,HIGH,dataset curriculum=British
