SCHOOL NO.,ENGLISH CATEGORY,中文類別,ENGLISH NAME,中文名稱,ENGLISH ADDRESS,中文地址,LONGITUDE,經度,LATITUDE,緯度,EASTING,坐標東,NORTHING,坐標北,STUDENTS GENDER,就讀學生性別,SESSION,學校授課時間,DISTRICT,分區,FINANCE TYPE,資助種類,SCHOOL LEVEL,學校類型,TELEPHONE,聯絡電話,FAX NUMBER,傳真號碼,WEBSITE,網頁,RELIGION,宗教
151424000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,THE CHURCH OF CHRIST IN CHINA CHEUNG CHAU CHURCH KAM KONG KINDERGARTEN,中華基督教會長洲堂錦江幼稚園,"14 SCHOOL ROAD, CHEUNG CHAU, NEW TERRITORIES (EXCLUDING THE CHILD CARE CENTRE)",新界長洲學校路１４號（幼兒中心專用範圍除外）,114.02926041,114.02926041,22.2054485,22.2054485,821047.1,821047.1,807433.1,807433.1,CO-ED,男女,A.M.,上午,ISLANDS,離島區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,29812223,29812223,29868066,29868066,http://www.kamkongkg.edu.hk,http://www.kamkongkg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
157066000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HONG KONG TAOIST ASSOCIATION YUEN YUEN KINDERGARTEN,香港道教聯合會圓玄幼稚園,UNIT NO 33-40 & 41-54 G/F SHEK TO HOUSE SHEK WAI KOK ESTATE TSUEN WAN NEW TERRITORIES,新界荃灣石圍角邨石桃樓地下,114.12216916,114.12216916,22.37525363,22.37525363,830634.0,830634.0,826230.0,826230.0,CO-ED,男女,A.M.,上午,TSUEN WAN,荃灣區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,24984636,24984636,27020789,27020789,http://www.yuenyuenkg.edu.hk,http://www.yuenyuenkg.edu.hk,TAOISM,道教
157490000112,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,"HOH FUK TONG KINDERGARTEN (TUEN MUN CHURCH, THE CHURCH OF CHRIST IN CHINA, HONG KONG COUNCIL)",中華基督教會屯門堂何福堂幼稚園,G/F TIP MO HOUSE BLOCK 8 BUTTERFLY ESTATE TUEN MUN NEW TERRITORIES,新界屯門蝴蝶邨蝶舞樓第８座地下,113.96150952,113.96150952,22.37592333,22.37592333,814088.0,814088.0,826319.0,826319.0,CO-ED,男女,P.M.,下午,TUEN MUN,屯門區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,24675078,24675078,24656499,24656499,http://hftk.ccc.edu.hk,http://hftk.ccc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
216194000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,VICTORIA (SOUTH HORIZONS) INTERNATIONAL KINDERGARTEN,維多利亞（海怡）國際幼稚園,PODIUM LEVEL 2 OF SOUTH HORIZONS (PHASE 2) AP LEI CHAU HONG KONG (INCLUDING CHILD CARE CENTRE),香港鴨脷洲海怡半島第２期平台（包括幼兒中心）,114.14639667,114.14639667,22.24305134,22.24305134,833126.2,833126.2,811589.9,811589.9,CO-ED,男女,A.M.,上午,SOUTHERN,南區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,25808633,25808633,25808699,25808699,http://www.victoria.edu.hk,http://www.victoria.edu.hk,NOT APPLICABLE,不適用
157490000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,"HOH FUK TONG KINDERGARTEN (TUEN MUN CHURCH, THE CHURCH OF CHRIST IN CHINA, HONG KONG COUNCIL)",中華基督教會屯門堂何福堂幼稚園,G/F TIP MO HOUSE BLOCK 8 BUTTERFLY ESTATE TUEN MUN NEW TERRITORIES,新界屯門蝴蝶邨蝶舞樓第８座地下,113.96140272,113.96140272,22.37592318,22.37592318,814077.0,814077.0,826319.0,826319.0,CO-ED,男女,WHOLE DAY,全日,TUEN MUN,屯門區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,24675078,24675078,24656499,24656499,http://hftk.ccc.edu.hk,http://hftk.ccc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
212466000413,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,ST. JOHANNES COLLEGE,聖若望英文書院,"G/F - 1/F., 109 WATERLOO ROAD AND 143 WATERLOO ROAD, KOWLOON TONG, KOWLOON",九龍九龍塘窩打老道１０９號地下至一樓及１４３號,114.1781265,114.1781265,22.32800595,22.32800595,836397.0,836397.0,820997.0,820997.0,CO-ED,男女,WHOLE DAY,全日,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,23362926,23362926,23362097,23362097,http://www.st-johannes.edu.hk,http://www.st-johannes.edu.hk,CATHOLICISM,天主教
151424000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,THE CHURCH OF CHRIST IN CHINA CHEUNG CHAU CHURCH KAM KONG KINDERGARTEN,中華基督教會長洲堂錦江幼稚園,"14 SCHOOL ROAD, CHEUNG CHAU, NEW TERRITORIES (EXCLUDING THE CHILD CARE CENTRE)",新界長洲學校路１４號（幼兒中心專用範圍除外）,114.02928177,114.02928177,22.20541962,22.20541962,821049.3,821049.3,807429.9,807429.9,CO-ED,男女,WHOLE DAY,全日,ISLANDS,離島區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,29812223,29812223,29868066,29868066,http://www.kamkongkg.edu.hk,http://www.kamkongkg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
157490000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,"HOH FUK TONG KINDERGARTEN (TUEN MUN CHURCH, THE CHURCH OF CHRIST IN CHINA, HONG KONG COUNCIL)",中華基督教會屯門堂何福堂幼稚園,G/F TIP MO HOUSE BLOCK 8 BUTTERFLY ESTATE TUEN MUN NEW TERRITORIES,新界屯門蝴蝶邨蝶舞樓第８座地下,113.96148039,113.96148039,22.37592329,22.37592329,814085.0,814085.0,826319.0,826319.0,CO-ED,男女,A.M.,上午,TUEN MUN,屯門區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,24675078,24675078,24656499,24656499,http://hftk.ccc.edu.hk,http://hftk.ccc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
151424000112,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,THE CHURCH OF CHRIST IN CHINA CHEUNG CHAU CHURCH KAM KONG KINDERGARTEN,中華基督教會長洲堂錦江幼稚園,"14 SCHOOL ROAD, CHEUNG CHAU, NEW TERRITORIES (EXCLUDING THE CHILD CARE CENTRE)",新界長洲學校路１４號（幼兒中心專用範圍除外）,114.02930212,114.02930212,22.20543409,22.20543409,821051.4,821051.4,807431.5,807431.5,CO-ED,男女,P.M.,下午,ISLANDS,離島區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,29812223,29812223,29868066,29868066,http://www.kamkongkg.edu.hk,http://www.kamkongkg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
325546000112,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,S.K.H. KINDLY LIGHT CHURCH OR PUI CHEUNG KINDERGARTEN,聖公會慈光堂柯佩璋幼稚園,G/F 101-108 & 117-124 TUNG YUEN HOUSE CHUK YUEN NORTH ESTATE KOWLOON,九龍竹園北邨桐園樓地下,114.1945911,114.1945911,22.34585843,22.34585843,838093.0,838093.0,822974.0,822974.0,CO-ED,男女,P.M.,下午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,23254254,23254254,23241730,23241730,http://www.skhklcopc.edu.hk,http://www.skhklcopc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
325643000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HO TAK KINDERGARTEN (SPONSORED BY SIK SIK YUEN),嗇色園主辦可德幼稚園,G/F CHUNG YUEN HOUSE BLOCK 8 CHUK YUEN NORTH ESTATE PHASE V KOWLOON,九龍竹園北邨第５期松園樓第８座地下,114.19166904,114.19166904,22.34575787,22.34575787,837792.0,837792.0,822962.8,822962.8,CO-ED,男女,A.M.,上午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,23500721,23500721,23227478,23227478,http://www.siksikyuen.org.hk,http://www.siksikyuen.org.hk,"CONFUCIANISM,BUDDHISM & TAOISM",儒釋道三教
325546000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,S.K.H. KINDLY LIGHT CHURCH OR PUI CHEUNG KINDERGARTEN,聖公會慈光堂柯佩璋幼稚園,G/F 101-108 & 117-124 TUNG YUEN HOUSE CHUK YUEN NORTH ESTATE KOWLOON,九龍竹園北邨桐園樓地下,114.1945911,114.1945911,22.3458494,22.3458494,838093.0,838093.0,822973.0,822973.0,CO-ED,男女,A.M.,上午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,23254254,23254254,23241730,23241730,http://www.skhklcopc.edu.hk,http://www.skhklcopc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
325546000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,S.K.H. KINDLY LIGHT CHURCH OR PUI CHEUNG KINDERGARTEN,聖公會慈光堂柯佩璋幼稚園,G/F 101-108 & 117-124 TUNG YUEN HOUSE CHUK YUEN NORTH ESTATE KOWLOON,九龍竹園北邨桐園樓地下,114.1945911,114.1945911,22.34585843,22.34585843,838093.0,838093.0,822974.0,822974.0,CO-ED,男女,WHOLE DAY,全日,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,23254254,23254254,23241730,23241730,http://www.skhklcopc.edu.hk,http://www.skhklcopc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
325643000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HO TAK KINDERGARTEN (SPONSORED BY SIK SIK YUEN),嗇色園主辦可德幼稚園,G/F CHUNG YUEN HOUSE BLOCK 8 CHUK YUEN NORTH ESTATE PHASE V KOWLOON,九龍竹園北邨第５期松園樓第８座地下,114.19167584,114.19167584,22.34571724,22.34571724,837792.7,837792.7,822958.3,822958.3,CO-ED,男女,WHOLE DAY,全日,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,23500721,23500721,23227478,23227478,http://www.siksikyuen.org.hk,http://www.siksikyuen.org.hk,"CONFUCIANISM,BUDDHISM & TAOISM",儒釋道三教
325686000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HONG KONG BETHEL CHURCH GIDEON KINDERGARTEN,香港伯特利教會基甸幼稚園,"G/F., LOK TUNG HOUSE, LOK FU ESTATE, KOWLOON",九龍樂富邨樂東樓地下,114.18918801,114.18918801,22.33784279,22.33784279,837536.5,837536.5,822086.3,822086.3,CO-ED,男女,WHOLE DAY,全日,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,23362577,23362577,23362567,23362567,http://www.bcgideon.edu.hk,http://www.bcgideon.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
325643000112,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HO TAK KINDERGARTEN (SPONSORED BY SIK SIK YUEN),嗇色園主辦可德幼稚園,G/F CHUNG YUEN HOUSE BLOCK 8 CHUK YUEN NORTH ESTATE PHASE V KOWLOON,九龍竹園北邨第５期松園樓第８座地下,114.19168651,114.19168651,22.34572627,22.34572627,837793.8,837793.8,822959.3,822959.3,CO-ED,男女,P.M.,下午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,23500721,23500721,23227478,23227478,http://www.siksikyuen.org.hk,http://www.siksikyuen.org.hk,"CONFUCIANISM,BUDDHISM & TAOISM",儒釋道三教
216194000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,VICTORIA (SOUTH HORIZONS) INTERNATIONAL KINDERGARTEN,維多利亞（海怡）國際幼稚園,PODIUM LEVEL 2 OF SOUTH HORIZONS (PHASE 2) AP LEI CHAU HONG KONG (INCLUDING CHILD CARE CENTRE),香港鴨脷洲海怡半島第２期平台（包括幼兒中心）,114.1464054,114.1464054,22.24305225,22.24305225,833127.1,833127.1,811590.0,811590.0,CO-ED,男女,WHOLE DAY,全日,SOUTHERN,南區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,25808633,25808633,25808699,25808699,http://www.victoria.edu.hk,http://www.victoria.edu.hk,NOT APPLICABLE,不適用
325686000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HONG KONG BETHEL CHURCH GIDEON KINDERGARTEN,香港伯特利教會基甸幼稚園,"G/F., LOK TUNG HOUSE, LOK FU ESTATE, KOWLOON",九龍樂富邨樂東樓地下,114.18915112,114.18915112,22.33791052,22.33791052,837532.7,837532.7,822093.8,822093.8,CO-ED,男女,A.M.,上午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,23362577,23362577,23362567,23362567,http://www.bcgideon.edu.hk,http://www.bcgideon.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
216194000112,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,VICTORIA (SOUTH HORIZONS) INTERNATIONAL KINDERGARTEN,維多利亞（海怡）國際幼稚園,PODIUM LEVEL 2 OF SOUTH HORIZONS (PHASE 2) AP LEI CHAU HONG KONG (INCLUDING CHILD CARE CENTRE),香港鴨脷洲海怡半島第２期平台（包括幼兒中心）,114.14640637,114.14640637,22.24305044,22.24305044,833127.2,833127.2,811589.8,811589.8,CO-ED,男女,P.M.,下午,SOUTHERN,南區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,25808633,25808633,25808699,25808699,http://www.victoria.edu.hk,http://www.victoria.edu.hk,NOT APPLICABLE,不適用
517828000312,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,ST. LORRAINE ENGLISH KINDERGARTEN,萊恩英文幼稚園,SHOP NO G1 G/F PALM SPRINGS COMMERCIAL CENTRE WO SHANG WAI YUEN LONG NT,新界元朗和生圍加州花園商場中心地下Ｇ１舖,114.05423675,114.05423675,22.48642949,22.48642949,823647.8,823647.8,838545.3,838545.3,CO-ED,男女,P.M.,下午,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,24823299,24823299,24823923,24823923,http://www.st-lorraine.edu.hk,http://www.st-lorraine.edu.hk,NOT APPLICABLE,不適用
231240000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,CHOICE ENGLISH SCHOOL & KINDERGARTEN (TSING YI BRANCH),卓思英文學校暨幼稚園（青怡分校）,G/F - 1/F BLOCK 1 TSING YI GARDEN TSING YI NEW TERRITORIES,新界青衣青怡花園第１座地下及１樓,114.10441128,114.10441128,22.35377233,22.35377233,828804.1,828804.1,823851.3,823851.3,CO-ED,男女,A.M.,上午,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,24955595,24955595,24357948,24357948,http://www.choicekinder.edu.hk,http://www.choicekinder.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
519499000112,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,FANLING ASSEMBLY OF GOD CHURCH GRACE LIGHT KINDERGARTEN,基督教粉嶺神召會恩光幼稚園,"WING B & C, G/F., YIN KING HOUSE, KING SHING COURT, FANLING, NEW TERRITORIES",新界粉嶺景盛苑賢景閣地下Ｂ及Ｃ翼,114.14082673,114.14082673,22.48771829,22.48771829,832558.5,832558.5,838683.3,838683.3,CO-ED,男女,P.M.,下午,NORTH,北區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,26826933,26826933,26826700,26826700,http://www.gracelight.edu.hk,http://www.gracelight.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
517828000311,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,ST. LORRAINE ENGLISH KINDERGARTEN,萊恩英文幼稚園,SHOP NO G1 G/F PALM SPRINGS COMMERCIAL CENTRE WO SHANG WAI YUEN LONG NT,新界元朗和生圍加州花園商場中心地下Ｇ１舖,114.0542581,114.0542581,22.48646111,22.48646111,823650.0,823650.0,838548.8,838548.8,CO-ED,男女,A.M.,上午,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,24823299,24823299,24823923,24823923,http://www.st-lorraine.edu.hk,http://www.st-lorraine.edu.hk,NOT APPLICABLE,不適用
519499000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,FANLING ASSEMBLY OF GOD CHURCH GRACE LIGHT KINDERGARTEN,基督教粉嶺神召會恩光幼稚園,"WING B & C, G/F., YIN KING HOUSE, KING SHING COURT, FANLING, NEW TERRITORIES",新界粉嶺景盛苑賢景閣地下Ｂ及Ｃ翼,114.14083645,114.14083645,22.48771378,22.48771378,832559.5,832559.5,838682.8,838682.8,CO-ED,男女,WHOLE DAY,全日,NORTH,北區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,26826933,26826933,26826700,26826700,http://www.gracelight.edu.hk,http://www.gracelight.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
519499000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,FANLING ASSEMBLY OF GOD CHURCH GRACE LIGHT KINDERGARTEN,基督教粉嶺神召會恩光幼稚園,"WING B & C, G/F., YIN KING HOUSE, KING SHING COURT, FANLING, NEW TERRITORIES",新界粉嶺景盛苑賢景閣地下Ｂ及Ｃ翼,114.14080536,114.14080536,22.48771828,22.48771828,832556.3,832556.3,838683.3,838683.3,CO-ED,男女,A.M.,上午,NORTH,北區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,26826933,26826933,26826700,26826700,http://www.gracelight.edu.hk,http://www.gracelight.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
157716000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,LUK YEUNG KINDERGARTEN,綠楊幼稚園,SHOP UNIT UP1 LUK YEUNG GALLERIA LUK YEUNG SUN CHUEN TSUEN WAN NEW TERRITORIES (INLCLUDING CHILD CARE CENTRE),新界荃灣綠楊新邨綠楊坊平台２樓（包括幼兒中心）,114.11959684,114.11959684,22.37332954,22.37332954,830369.0,830369.0,826017.0,826017.0,CO-ED,男女,A.M.,上午,TSUEN WAN,荃灣區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,24998832,24998832,24993429,24993429,http://www.lukyeungkg.edu.hk,http://www.lukyeungkg.edu.hk,NOT APPLICABLE,不適用
572764000112,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,SUNKIDS KINDERGARTEN,加州天地幼稚園,G/F NO 2A KINDERGARTEN YUET WU VILLA 2 WU SAU STREET TUEN MUN NEW TERRITORIES (CARPARK BLOCK WITH KINDERGARTEN),新界屯門湖秀街２號悅湖山莊幼稚園２Ａ號地下（幼稚園∕停車場大廈）,113.96930905,113.96930905,22.37421772,22.37421772,814891.0,814891.0,826129.0,826129.0,CO-ED,男女,P.M.,下午,TUEN MUN,屯門區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,24403088,24403088,30139665,30139665,http://www.sunkids.edu.hk,http://www.sunkids.edu.hk,NOT APPLICABLE,不適用
572764000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,SUNKIDS KINDERGARTEN,加州天地幼稚園,G/F NO 2A KINDERGARTEN YUET WU VILLA 2 WU SAU STREET TUEN MUN NEW TERRITORIES (CARPARK BLOCK WITH KINDERGARTEN),新界屯門湖秀街２號悅湖山莊幼稚園２Ａ號地下（幼稚園∕停車場大廈）,113.96930905,113.96930905,22.37421772,22.37421772,814891.0,814891.0,826129.0,826129.0,CO-ED,男女,WHOLE DAY,全日,TUEN MUN,屯門區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,24403088,24403088,30139665,30139665,http://www.sunkids.edu.hk,http://www.sunkids.edu.hk,NOT APPLICABLE,不適用
593680000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,ZENITH KINDERGARTEN (SHATIN),英藝幼稚園(沙田),G/F THE RIVERPARK 8 CHE KUNG MIU ROAD SHATIN NEW TERRITORIES,新界沙田車公廟路溱岸８號地下,114.18641525,114.18641525,22.37513284,22.37513284,837250.6,837250.6,826215.6,826215.6,CO-ED,男女,WHOLE DAY,全日,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,22426838,22426838,22426998,22426998,http://www.zenith.edu.hk,http://www.zenith.edu.hk,NOT APPLICABLE,不適用
593680000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,ZENITH KINDERGARTEN (SHATIN),英藝幼稚園(沙田),G/F THE RIVERPARK 8 CHE KUNG MIU ROAD SHATIN NEW TERRITORIES,新界沙田車公廟路溱岸８號地下,114.1863735,114.1863735,22.37514278,22.37514278,837246.3,837246.3,826216.7,826216.7,CO-ED,男女,A.M.,上午,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,22426838,22426838,22426998,22426998,http://www.zenith.edu.hk,http://www.zenith.edu.hk,NOT APPLICABLE,不適用
598038000112,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,CHRISTIAN ADRIANNE KINDERGARTEN (BAYVIEW),基督教安得兒幼稚園(灣景),LG2/F BAYVIEW GARDEN 633 CASTLE PEAK ROAD TSUEN WAN NEW TERRITORIES,新界荃灣青山公路６３３號灣景花園地庫二層,114.09935416,114.09935416,22.36963636,22.36963636,828284.0,828284.0,825609.0,825609.0,CO-ED,男女,P.M.,下午,TSUEN WAN,荃灣區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,24991233,24991233,24990433,24990433,http://www.christianadrianne.edu.hk,http://www.christianadrianne.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
590401000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,WELLCOME INTERNATIONAL KINDERGARTEN,宏廣國際幼稚園,KINDERGARTEN & NURSERY G/F THE SHERWOOD 8 FUK HANG TSUEN ROAD LAM TEI TUEN MUN NEW TERRITORIES,新界屯門藍地福亨村路８號豫豐花園地下幼稚園及幼兒園,113.98639557,113.98639557,22.41890345,22.41890345,816657.0,816657.0,831075.0,831075.0,CO-ED,男女,WHOLE DAY,全日,TUEN MUN,屯門區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,28132121,28132121,28130020,28130020,http://www.wellcomekg.hk,http://www.wellcomekg.hk,NOT APPLICABLE,不適用
590401000112,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,WELLCOME INTERNATIONAL KINDERGARTEN,宏廣國際幼稚園,KINDERGARTEN & NURSERY G/F THE SHERWOOD 8 FUK HANG TSUEN ROAD LAM TEI TUEN MUN NEW TERRITORIES,新界屯門藍地福亨村路８號豫豐花園地下幼稚園及幼兒園,113.98638583,113.98638583,22.4189215,22.4189215,816656.0,816656.0,831077.0,831077.0,CO-ED,男女,P.M.,下午,TUEN MUN,屯門區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,28132121,28132121,28130020,28130020,http://www.wellcomekg.hk,http://www.wellcomekg.hk,NOT APPLICABLE,不適用
598038000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,CHRISTIAN ADRIANNE KINDERGARTEN (BAYVIEW),基督教安得兒幼稚園(灣景),LG2/F BAYVIEW GARDEN 633 CASTLE PEAK ROAD TSUEN WAN NEW TERRITORIES,新界荃灣青山公路６３３號灣景花園地庫二層,114.09940273,114.09940273,22.36959123,22.36959123,828289.0,828289.0,825604.0,825604.0,CO-ED,男女,WHOLE DAY,全日,TSUEN WAN,荃灣區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,24991233,24991233,24990433,24990433,http://www.christianadrianne.edu.hk,http://www.christianadrianne.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
598038000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,CHRISTIAN ADRIANNE KINDERGARTEN (BAYVIEW),基督教安得兒幼稚園(灣景),LG2/F BAYVIEW GARDEN 633 CASTLE PEAK ROAD TSUEN WAN NEW TERRITORIES,新界荃灣青山公路６３３號灣景花園地庫二層,114.09939303,114.09939303,22.36957317,22.36957317,828288.0,828288.0,825602.0,825602.0,CO-ED,男女,A.M.,上午,TSUEN WAN,荃灣區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,24991233,24991233,24990433,24990433,http://www.christianadrianne.edu.hk,http://www.christianadrianne.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
538132000112,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,GRACEFIELD EAST KOWLOON CHRISTIAN KINDERGARTEN,基督教恩苗東九龍幼稚園,G/F CHEONG SIN HOUSE UPPER WONG TAI SIN ESTATE KOWLOON,九龍黃大仙上邨倡善樓地下,114.19133282,114.19133282,22.34255476,22.34255476,837757.4,837757.4,822608.1,822608.1,CO-ED,男女,P.M.,下午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,22164106,22164106,22164107,22164107,N.A.,N.A.,PROTESTANTISM / CHRISTIANITY,基督教
595837000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,CHRISTIAN YOUTH CENTRE KINDERGARTEN (YAU TONG),基督教中心幼稚園(油塘),3/F PHASE 5 YAU TONG ESTATE KOWLOON,九龍油塘邨第五期三樓,114.23857587,114.23857587,22.29886149,22.29886149,842626.0,842626.0,817771.0,817771.0,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,23489699,23489699,23489711,23489711,N.A.,N.A.,PROTESTANTISM / CHRISTIANITY,基督教
